# <Puzzle index>	<Unsolved percentage>	<Average solve time (ms)>
948	0.25	69286.11251510058
949	0.0	25323.842161451466
950	0.0	51811.188899562694
951	0.0	9162.244179286063
952	0.0	43319.3616628414
953	0.25	57525.16377499948
954	0.25	7223.960483601938
955	0.5	12732.479752972722
956	0.75	15276.027090847492
957	0.5	56951.650680741295
958	0.0	26591.372959082946
959	0.0	18728.2085896004
960	1.0	-1
961	0.0	13182.508537895046
962	1.0	-1
963	0.25	42974.95687271779
964	0.0	7643.5899581993
965	0.0	26633.344277273864
966	0.0	17373.211856582202
967	0.25	11274.3588257581
968	0.0	41468.47434306983
969	0.25	20760.657160387684
970	0.0	9726.953591336496
971	0.25	55761.926113938294
972	0.0	33810.91160827782
973	0.0	12901.570845977403
974	0.0	14343.661931459792
975	0.0	10515.848472714424
976	0.0	45782.38763555419
977	0.5	41055.51660968922
978	0.0	31808.275557355955
979	0.5	40052.35813208856
980	0.0	45656.083531095646
981	0.75	81181.42845714465
982	0.0	12161.76985600032
983	0.0	12965.961012407206
984	0.0	9323.61159240827
985	1.0	-1
986	0.0	32390.188326244242
987	0.0	7795.503562083468
988	0.0	6576.206429745071
989	0.75	28765.376316849142
990	0.5	27494.84703480266
991	0.0	15502.540944493376
992	0.0	40790.39982298855
993	0.75	38232.58793214336
994	0.0	40660.447811940685
995	0.5	52579.03320668265
996	0.5	39198.93040321767
997	0.0	23060.870920075104
998	0.0	15583.833040087484
999	0.5	44159.7566944547
1000	1.0	-1
1001	1.0	-1
1002	1.0	-1
1003	0.5	73079.84543102793
1004	0.0	11886.704453616403
1005	1.0	-1
1006	0.0	55576.82168704923
1007	0.0	27477.343140752055
1008	0.0	27895.952035090886
1009	0.0	43313.90192150138
1010	0.75	22029.781028162688
1011	0.0	36000.18303573597
1012	0.75	33083.816930186
1013	0.75	65353.250610176474
1014	1.0	-1
1015	0.0	27889.755960321054
1016	0.0	12883.381203981116
1017	0.0	13621.897041681223
1018	0.25	10304.263528746864
1019	0.5	19915.883490350097
1020	0.0	12261.134450091049
1021	1.0	-1
1022	0.5	41104.35860371217
1023	0.0	30178.237447631545
1024	0.0	41227.018507546745
1025	0.0	40813.07967088651
1026	0.0	18114.592277095653
1027	0.0	22391.332580940798
1028	0.0	52383.94007156603
1029	0.25	23574.498722174514
1030	0.25	30514.47234706332
1031	0.25	22516.367019309353
1032	0.0	29641.585882054642
1033	0.0	4557.585220085457
1034	1.0	-1
1035	0.5	11118.685446446761
1036	0.0	22948.466229368933
1037	0.0	35878.536246251315
1038	0.25	47750.48364916196
1039	0.0	34599.578430177644
1040	1.0	-1
1041	1.0	-1
1042	0.5	13015.356954652816
1043	0.0	24730.697406688705
1044	0.5	47098.61439559609
1045	0.5	28780.547668458894
1046	0.0	26929.23964781221
1047	0.0	24106.927421991713
1048	0.5	64015.21608186886
1049	0.0	19116.236055502668
1050	0.25	7342.179272013406
1051	0.0	16038.219468202442
1052	0.0	17658.6637836881
1053	0.0	38075.80642856192
1054	0.0	52275.266832788475
1055	0.0	40091.06484858785
1056	0.5	66881.4324233681
1057	0.25	30418.331533825647
1058	1.0	-1
1059	0.25	48698.821304676436
1060	0.0	22667.798320995644
1061	0.25	22285.87440168485
1062	0.0	15427.890650578775
1063	0.0	24648.07376533281
1064	0.25	27694.572931466002
